state,zipcode,county,tax_rate
Texas,78070,Colorado County,1.257
Texas,76442,Comal County,1.247
Texas,76837,Comanche County,1.524
Texas,76238,Concho County,1.391
Texas,76522,Cooke County,1.278
Texas,79223,Coryell County,1.54
Texas,79731,Cottle County,1.327
Texas,76943,Crane County,1.399
Texas,79322,Crockett County,0.44
Texas,79855,Crosby County,1.878
Texas,79087,Culberson County,0.857
Texas,75001,Dallam County,1.177
Texas,79331,Dallas County,1.729
Texas,77954,Dawson County,1.512
Texas,79045,De Witt County,0.885
Texas,75415,Deaf Smith County,1.423
Texas,75007,Delta County,0.872
Texas,79220,Denton County,1.776
Texas,78827,Dickens County,1.204
Texas,79226,Dimmit County,1.145
Texas,78349,Donley County,1.303
Texas,76435,Duval County,1.104
Texas,79741,Eastland County,1.315
Texas,78828,Ector County,1.272
Texas,79821,Edwards County,1.112
Texas,75101,El Paso County,2.137
Texas,76401,Ellis County,1.496
Texas,76570,Erath County,1.25
Texas,75413,Falls County,1.289
Texas,78932,Fannin County,1.098
Texas,79534,Fayette County,1.034
Texas,79231,Fisher County,1.583
Texas,79227,Floyd County,1.284
Texas,77053,Foard County,1.225
Texas,75457,Fort Bend County,2.059
Texas,75838,Franklin County,1.064
Texas,78005,Freestone County,0.979
Texas,79342,Frio County,1.71
Texas,77510,Gaines County,1.478
Texas,79330,Galveston County,1.532
Texas,78618,Garza County,1.473
Texas,79739,Gillespie County,1.031
Texas,77960,Glasscock County,0.432
Texas,78122,Goliad County,0.973
Texas,79054,Gonzales County,1.266
Texas,75020,Gray County,1.469
Texas,75601,Grayson County,1.265
Texas,77363,Gregg County,1.263
Texas,78108,Grimes County,1.159
Texas,79041,Guadalupe County,1.559
Texas,79233,Hale County,1.434
Texas,76436,Hall County,1.44
Texas,79040,Hamilton County,1.544
Texas,79225,Hansford County,1.939
Texas,77374,Hardeman County,1.441
Texas,77002,Hardin County,1.142
Texas,75650,Harris County,1.771
Texas,79044,Harrison County,1.076
Texas,79521,Hartley County,1.159
Texas,78610,Haskell County,1.239
Texas,79014,Hays County,1.846
Texas,75124,Hemphill County,1.119
Texas,78501,Henderson County,1.081
Texas,76055,Hidalgo County,1.816
Texas,79313,Hill County,1.339
Texas,76035,Hockley County,1.568
Texas,75420,Hood County,1.224
Texas,75835,Hopkins County,1.112
Texas,79511,Houston County,1.048
Texas,79837,Howard County,1.242
Texas,75135,Hudspeth County,1.101
Texas,79036,Hunt County,1.397
Texas,76930,Hutchinson County,1.535
Texas,76427,Irion County,1.02
Texas,77957,Jack County,1.553
Texas,75931,Jackson County,1.17
Texas,79734,Jasper County,1.116
Texas,77613,Jeff Davis County,0.774
Texas,78361,Jefferson County,1.57
Texas,78332,Jim Hogg County,1.751
Texas,76009,Jim Wells County,1.181
Texas,79501,Johnson County,1.303
Texas,78113,Jones County,1.49
Texas,75114,Karnes County,0.929
Texas,78004,Kaufman County,1.733
Texas,78338,Kendall County,1.183
Texas,79518,Kenedy County,0.0
Texas,78010,Kent County,1.08
Texas,76849,Kerr County,1.08
Texas,79232,Kimble County,1.123
Texas,78832,Kimble County,1.123
Texas,78363,Kinney County,0.994
Texas,79505,Kleberg County,1.677
Texas,78001,Knox County,1.975
Texas,75411,La Salle County,0.767
Texas,79064,Lamar County,1.034
Texas,76539,Lamb County,1.088
Texas,77964,Lampasas County,1.29
Texas,77853,Lavaca County,0.993
Texas,75831,Lee County,1.044
Texas,77327,Leon County,0.701
Texas,76635,Liberty County,1.371
Texas,79034,Limestone County,1.292
Texas,78022,Lipscomb County,1.341
Texas,76831,Live Oak County,0.964
Texas,79754,Llano County,0.875
Texas,79329,Loving County,0.0
Texas,79351,Lubbock County,1.627
Texas,75852,Lynn County,1.697
Texas,75564,Madison County,1.137
Texas,79713,Marion County,0.754
Texas,76842,Martin County,1.041
Texas,77414,Mason County,0.803
Texas,78852,Matagorda County,1.343
Texas,76825,Maverick County,1.534
Texas,76524,McCulloch County,1.211
Texas,78007,McLennan County,1.559
Texas,78009,McMullen County,1.643
Texas,76841,Medina County,1.389
Texas,79701,Menard County,1.681
Texas,76518,Midland County,1.292
Texas,76844,Milam County,1.126
Texas,79512,Mills County,0.861
Texas,76230,Mitchell County,1.795
Texas,77301,Montague County,1.018
Texas,79086,Montgomery County,1.722
Texas,75568,Moore County,1.527
Texas,79234,Morris County,1.165
Texas,75760,Motley County,1.058
Texas,75102,Nacogdoches County,0.922
Texas,75928,Navarro County,1.349
Texas,79506,Newton County,0.981
Texas,78330,Nolan County,1.562
Texas,79070,Nueces County,1.748
Texas,79092,Ochiltree County,1.402
Texas,77611,Oldham County,1.483
Texas,76067,Orange County,1.221
Texas,75631,Palo Pinto County,1.358
Texas,76008,Panola County,0.95
Texas,79035,Parker County,1.453
Texas,79730,Parmer County,1.505
Texas,75934,Pecos County,0.977
Texas,79101,Polk County,0.992
Texas,79843,Potter County,1.595
Texas,75440,Presidio County,1.701
Texas,79091,Rains County,1.106
Texas,76932,Randall County,1.633
Texas,78833,Reagan County,1.357
Texas,75412,Real County,0.646
Texas,79718,Red River County,1.098
Texas,77950,Reeves County,1.094
Texas,79059,Refugio County,1.41
Texas,76629,Roberts County,1.005
Texas,75032,Robertson County,0.952
Texas,79566,Rockwall County,1.741
Texas,75652,Runnels County,1.584
Texas,75930,Rusk County,1.029
Texas,75929,Sabine County,0.911
Texas,77331,San Augustine County,0.763
Texas,78336,San Jacinto County,1.1
Texas,76832,San Patricio County,1.593
Texas,76936,San Saba County,1.136
Texas,79517,Schleicher County,1.223
Texas,796XX,Scurry County,1.563
Texas,75935,Scurry County,1.563
Texas,79084,Shelby County,0.974
Texas,75701,Sherman County,1.973
Texas,76043,Smith County,1.314
Texas,78545,Somervell County,1.016
Texas,76424,Starr County,1.17
Texas,76951,Stephens County,1.678
Texas,79502,Sterling County,1.303
Texas,76950,Stonewall County,1.355
Texas,79042,Sutton County,1.427
Texas,76001,Swisher County,1.595
Texas,79508,Tarrant County,1.823
Texas,79848,Taylor County,1.506
Texas,79316,Terrell County,1.078
Texas,76483,Terry County,1.297
Texas,75455,Throckmorton County,1.31
Texas,76901,Titus County,1.268
Texas,78617,Tom Green County,1.412
Texas,75845,Travis County,1.61
Texas,75936,Trinity County,1.156
Texas,75640,Tyler County,0.998
Texas,79752,Upshur County,1.211
Texas,78801,Upton County,1.125
Texas,78837,Uvalde County,1.441
Texas,75103,Val Verde County,1.507
Texas,77901,Van Zandt County,1.173
Texas,77320,Victoria County,1.617
Texas,77423,Walker County,1.175
Texas,79719,Waller County,1.494
Texas,77426,Ward County,0.477
Texas,78040,Washington County,1.211
Texas,77420,Webb County,1.998
Texas,79061,Wharton County,1.516
Texas,76301,Wheeler County,1.378
Texas,79247,Wichita County,1.828
Texas,78569,Wilbarger County,1.68
Texas,76511,Willacy County,1.735
Texas,78114,Bell County,1.623
Texas,79745,Wilson County,1.301
Texas,76023,Winkler County,1.022
Texas,75410,Wise County,1.231
Texas,79323,Wood County,1.032
Texas,76372,Yoakum County,1.038
Texas,78067,Young County,1.437
Texas,78829,Zapata County,1.012
Utah,84713,Zavala County,1.427
Utah,84301,Beaver County,0.419
Utah,84304,Box Elder County,0.536
Utah,84501,Cache County,0.51
Utah,84023,Carbon County,0.717
Utah,84010,Daggett County,0.454
Utah,84001,Davis County,0.565
Utah,84513,Duchesne County,0.655
Utah,84712,Emery County,0.605
Utah,84532,Garfield County,0.397
Utah,84714,Grand County,0.399
Utah,84628,Iron County,0.463
Utah,84710,Juab County,0.488
Utah,84624,Kane County,0.453
Utah,84018,Millard County,0.522
Utah,84723,Morgan County,0.53
Utah,84028,Piute County,0.488
Utah,84006,Rich County,0.335
Utah,84510,Salt Lake County,0.588
Utah,84621,San Juan County,0.836
Utah,84620,Sanpete County,0.54
Utah,84017,Sevier County,0.593
Utah,84022,Summit County,0.34
Utah,84026,Tooele County,0.599
Utah,84003,Uintah County,0.553
Utah,84032,Utah County,0.452
Utah,84722,Wasatch County,0.481
Utah,84715,Washington County,0.46
Utah,84067,Wayne County,0.382
Vermont,05443,Weber County,0.633
Vermont,05152,Addison County,1.776
Vermont,05042,Bennington County,1.776
Vermont,05401,Caledonia County,1.909
Vermont,05824,Chittenden County,1.693
Vermont,05441,Essex County,1.817
Vermont,05440,Franklin County,1.59
Vermont,05442,Grand Isle County,1.425
Vermont,05033,Lamoille County,1.714
Vermont,05820,Orange County,1.866
Vermont,05701,Orleans County,1.758
Vermont,05602,Rutland County,1.964
Vermont,05101,Washington County,1.97
Vermont,05001,Windham County,1.946
Virginia,23301,Windsor County,2.022
Virginia,22901,Accomack County,0.507
Virginia,22301,Albemarle County,0.738
Virginia,24426,Alexandria City County,1.0
Virginia,23002,Covington City County,0.803
Virginia,24521,Amelia County,0.417
Virginia,23939,Amherst County,0.533
Virginia,22201,Appomattox County,0.558
Virginia,22843,Arlington County,0.891
Virginia,24412,Augusta County,0.502
Virginia,24095,Bath County,0.408
Virginia,24314,Bedford County,0.465
Virginia,24064,Bland County,0.703
Virginia,24201,Botetourt County,0.67
Virginia,23821,Bristol City County,0.807
Virginia,24239,Brunswick County,0.53
Virginia,23004,Buchanan County,0.489
Virginia,24416,Buckingham County,0.509
Virginia,24517,Buena Vista City County,0.939
Virginia,22427,Campbell County,0.477
Virginia,24312,Caroline County,0.568
Virginia,23030,Wythe County,0.482
Virginia,23923,Charles City County,0.659
Virginia,22902,Charlotte County,0.498
Virginia,23320,Charlottesville City County,0.847
Virginia,23112,Chesapeake City County,0.844
Virginia,20135,Chesterfield County,0.816
Virginia,24422,Clarke County,0.555
Virginia,23834,Alleghany County,0.768
Virginia,24127,Colonial Heights City County,0.956
Virginia,20106,Craig County,0.458
Virginia,23027,Culpeper County,0.565
Virginia,24540,Cumberland County,0.638
Virginia,24217,Danville City County,0.715
Virginia,23833,Dickenson County,0.53
Virginia,22436,Dinwiddie County,0.641
Virginia,20120,Essex County,0.635
Virginia,22046,Fairfax County,1.026
Virginia,20115,Falls Church City County,0.0
Virginia,24072,Fauquier County,0.808
Virginia,22963,Floyd County,0.545
Virginia,24065,Fluvanna County,0.674
Virginia,23851,Franklin County,0.573
Virginia,22602,Franklin City County,0.74
Virginia,22401,Frederick County,0.522
Virginia,24333,Fredericksburg City County,0.638
Virginia,24086,Galax City County,0.768
Virginia,23001,Giles County,0.66
Virginia,23038,Gloucester County,0.592
Virginia,24292,Fluvanna County,0.674
Virginia,22968,Grayson County,0.585
Virginia,23847,Greene County,0.64
Virginia,24520,Emporia City County,0.758
Virginia,23651,Halifax County,0.497
Virginia,23005,Hampton City County,0.982
Virginia,22801,Hanover County,0.686
Virginia,23059,Harrisonburg City County,0.714
Virginia,24054,Henrico County,0.744
Virginia,24413,Henry County,0.518
Virginia,23860,Highland County,0.619
Virginia,23304,Hopewell City County,0.924
Virginia,23168,Isle of Wight County,0.725
Virginia,22448,James City County,0.683
Virginia,23009,King George County,0.563
Virginia,23023,King William County,0.673
Virginia,22480,King and Queen County,0.575
Virginia,24218,Lancaster County,0.469
Virginia,20105,Lee County,0.599
Virginia,23024,Loudoun County,0.914
Virginia,23944,Louisa County,0.658
Virginia,24501,Lunenburg County,0.427
Virginia,22709,Lynchburg City County,0.88
Virginia,20110,Madison County,0.604
Virginia,23021,Manassas City County,1.138
Virginia,23915,Mathews County,0.469
Virginia,23032,Mecklenburg County,0.525
Virginia,24060,Middlesex County,0.554
Virginia,22920,Montgomery County,0.76
Virginia,23011,Nelson County,0.559
Virginia,23601,New Kent County,0.678
Virginia,23502,Newport News City County,1.056
Virginia,23307,Norfolk City County,1.017
Virginia,22432,Northampton County,0.605
Virginia,24273,Northumberland County,0.522
Virginia,23824,Norton City County,0.791
Virginia,22433,Nottoway County,0.466
Virginia,22650,Saint Clair County,1.217
Virginia,24053,Page County,0.732
Virginia,23803,Patrick County,0.604
Virginia,24069,Petersburg City County,1.003
Virginia,23662,Pittsylvania County,0.6
Virginia,23701,Poquoson City County,0.884
Virginia,23139,Portsmouth City County,1.113
Virginia,23901,Powhatan County,0.655
Virginia,23801,Prince Edward County,0.46
Virginia,20109,Prince George County,0.759
Virginia,24058,Prince William County,1.003
Virginia,24141,Pulaski County,0.67
Virginia,22627,Radford City County,0.682
Virginia,22460,Rappahannock County,0.54
Virginia,23219,Richmond County,0.589
Virginia,24018,Richmond City County,0.883
Virginia,24011,Roanoke County,0.894
Virginia,24415,Roanoke City County,1.056
Virginia,22811,Rockbridge County,0.592
Virginia,24224,Rockingham County,0.552
Virginia,24153,Russell County,0.57
Virginia,24221,Salem City County,0.957
Virginia,22626,Lee County,0.599
Virginia,24311,Shenandoah County,0.565
Virginia,23827,Smyth County,0.625
Virginia,22407,Southampton County,0.68
Virginia,22405,Spotsylvania County,0.626
Virginia,24401,Stafford County,0.741
Virginia,23432,Staunton City County,0.744
Virginia,23839,Suffolk City County,0.937
Virginia,23867,Surry County,0.6
Virginia,24316,Greensville County,0.571
Virginia,23451,Tazewell County,0.635
Virginia,22610,Virginia Beach City County,0.821
Virginia,24202,Warren County,0.598
Virginia,22980,Washington County,0.542
Virginia,22443,Waynesboro City County,0.674
Virginia,23186,Westmoreland County,0.674
Virginia,22601,Williamsburg City County,0.611
Virginia,24215,Winchester City County,0.797
Virginia,24313,Wise County,0.598
Virginia,23690,Wythe County,0.482
Washington,99105,York County,0.659
Washington,99401,Adams County,0.9
Washington,989HH,Asotin County,0.824
Washington,98801,Asotin County,0.824
Washington,98305,Chelan County,0.748
Washington,98601,Clallam County,0.759
Washington,99328,Clark County,0.863
Washington,98581,Columbia County,0.896
Washington,98802,Cowlitz County,0.849
Washington,99118,Douglas County,0.809
Washington,99301,Ferry County,0.674
Washington,99347,Franklin County,0.829
Washington,98823,Garfield County,0.707
Washington,98520,Grant County,0.897
Washington,98236,Grays Harbor County,0.897
Washington,98320,Island County,0.74
Washington,98001,Jefferson County,0.761
Washington,98110,King County,0.85
Washington,98922,Kitsap County,0.83
Washington,98602,Kittitas County,0.698
Washington,98531,Klickitat County,0.632
Washington,99008,Lewis County,0.762
Washington,98524,Lincoln County,0.686
Washington,98812,Mason County,0.785
Washington,98527,Okanogan County,0.785
Washington,99119,Pacific County,0.867
Washington,98406,Pend Oreille County,0.66
Washington,98222,Pierce County,0.981
Washington,98221,San Juan County,0.59
Washington,98610,Skagit County,0.86
Washington,98012,Skamania County,0.737
Washington,99001,Snohomish County,0.824
Washington,99013,Spokane County,0.897
Washington,98501,Stevens County,0.693
Washington,98612,Thurston County,0.923
Washington,99323,Wahkiakum County,0.623
Washington,98220,Walla Walla County,0.915
Washington,99017,Whatcom County,0.742
Washington,98901,Whitman County,0.854
West virginia,26238,Yakima County,0.842
West virginia,25401,Barbour County,0.446
West virginia,25009,Berkeley County,0.559
West virginia,26335,Boone County,0.663
West virginia,26030,Braxton County,0.516
West virginia,25504,Brooke County,0.582
West virginia,25234,Cabell County,0.651
West virginia,25019,Calhoun County,0.413
West virginia,26339,Clay County,0.341
West virginia,25002,Doddridge County,0.487
West virginia,25267,Fayette County,0.655
West virginia,26707,Gilmer County,0.513
West virginia,24901,Grant County,0.327
West virginia,25431,Greenbrier County,0.491
West virginia,26034,Hampshire County,0.393
West virginia,26801,Hancock County,0.673
West virginia,26301,Hardy County,0.385
West virginia,25231,Harrison County,0.541
West virginia,25414,Jackson County,0.563
West virginia,25015,Jefferson County,0.571
West virginia,26321,Kanawha County,0.694
West virginia,25003,Lewis County,0.47
West virginia,25022,Kanawha County,0.694
West virginia,26554,Logan County,0.602
West virginia,26031,Marion County,0.63
West virginia,25106,Marshall County,0.474
West virginia,24801,Mason County,0.616
West virginia,24701,McDowell County,0.564
West virginia,26710,Mercer County,0.502
West virginia,24851,Mineral County,0.502
West virginia,26501,Mingo County,0.426
West virginia,24918,Monongalia County,0.489
West virginia,25411,Monroe County,0.437
West virginia,25059,Morgan County,0.508
West virginia,26003,Nicholas County,0.51
West virginia,26802,Ohio County,0.621
West virginia,26134,Pendleton County,0.377
West virginia,24915,Pleasants County,0.574
West virginia,26374,Pocahontas County,0.296
West virginia,25011,Preston County,0.475
West virginia,25007,Putnam County,0.6
West virginia,26224,Raleigh County,0.534
West virginia,26148,Randolph County,0.399
West virginia,25005,Ritchie County,0.629
West virginia,24919,Roane County,0.442
West virginia,26347,Roane County,0.442
West virginia,26260,Taylor County,0.54
West virginia,26146,Tucker County,0.365
West virginia,26201,Tyler County,0.555
West virginia,25507,Upshur County,0.456
West virginia,26203,Wayne County,0.534
West virginia,26155,Webster County,0.364
West virginia,26138,Wetzel County,0.648
West virginia,26101,Wirt County,0.553
West virginia,24716,Wood County,0.659
Wisconsin,53910,Wyoming County,0.474
Wisconsin,54514,Adams County,1.361
Wisconsin,54728,Ashland County,1.581
Wisconsin,54814,Barron County,1.494
Wisconsin,54115,Bayfield County,1.123
Wisconsin,54610,Brown County,1.545
Wisconsin,54830,Buffalo County,1.539
Wisconsin,53014,Burnett County,1.019
Wisconsin,54724,Calumet County,1.578
Wisconsin,54405,Chippewa County,1.256
Wisconsin,53555,Clark County,1.581
Wisconsin,53821,Columbia County,1.534
Wisconsin,53508,Crawford County,1.773
Wisconsin,53003,Dane County,1.78
Wisconsin,54202,Dodge County,1.667
Wisconsin,54820,Door County,1.117
Wisconsin,54725,Douglas County,1.457
Wisconsin,54701,Dunn County,1.524
Wisconsin,54120,Eau Claire County,1.49
Wisconsin,53010,Florence County,1.307
Wisconsin,54103,Fond du Lac County,1.673
Wisconsin,53554,Forest County,1.229
Wisconsin,53502,Grant County,1.556
Wisconsin,53926,Green County,1.732
Wisconsin,53503,Green Lake County,1.419
Wisconsin,54525,Iowa County,1.627
Wisconsin,544XX,Iron County,1.222
Wisconsin,53036,Iron County,1.222
Wisconsin,53929,Jefferson County,1.643
Wisconsin,53104,Juneau County,1.6
Wisconsin,54201,Kenosha County,1.76
Wisconsin,54601,Kewaunee County,1.535
Wisconsin,53504,La Crosse County,1.701
Wisconsin,54409,Lafayette County,1.768
Wisconsin,54435,Langlade County,1.407
Wisconsin,53015,Lincoln County,1.541
Wisconsin,54401,Manitowoc County,1.651
Wisconsin,54102,Marathon County,1.593
Wisconsin,53920,Marinette County,1.332
Wisconsin,54135,Marquette County,1.431
Wisconsin,53110,Menominee County,3.768
Wisconsin,54619,Milwaukee County,2.156
Wisconsin,54101,Monroe County,1.511
Wisconsin,54463,Oconto County,1.321
Wisconsin,54106,Oneida County,0.975
Wisconsin,53004,Outagamie County,1.553
Wisconsin,54721,Ozaukee County,1.315
Wisconsin,54003,Pepin County,1.579
Wisconsin,54001,Pierce County,1.613
Wisconsin,54406,Polk County,1.31
Wisconsin,54459,Portage County,1.522
Wisconsin,53105,Price County,1.474
Wisconsin,53518,Racine County,1.759
Wisconsin,53505,Grant County,1.556
Wisconsin,54526,Rock County,1.813
Wisconsin,53561,Rusk County,1.28
Wisconsin,54828,Sauk County,1.56
Wisconsin,54107,Sawyer County,0.9
Wisconsin,53001,Shawano County,1.515
Wisconsin,54002,Sheboygan County,1.598
Wisconsin,54433,Saint Croix County,1.287
Wisconsin,54612,Taylor County,1.547
Wisconsin,54621,Trempealeau County,1.642
Wisconsin,54512,Vernon County,1.449
Wisconsin,53114,Vilas County,0.83
Wisconsin,54801,Walworth County,1.527
Wisconsin,53002,Washburn County,1.156
Wisconsin,53005,Washington County,1.286
Wisconsin,54929,Waukesha County,1.272
Wisconsin,54930,Waupaca County,1.61
Wisconsin,54901,Waushara County,1.375
Wisconsin,54410,Winnebago County,1.82
Wyoming,82051,Wood County,1.659
Wyoming,82410,Albany County,0.59
Wyoming,82716,Big Horn County,0.604
Wyoming,82301,Campbell County,0.588
Wyoming,82633,Carbon County,0.534
Wyoming,82710,Converse County,0.575
Wyoming,82510,Crook County,0.496
Wyoming,82212,Fremont County,0.651
Wyoming,82430,Goshen County,0.612
Wyoming,82639,Hot Springs County,0.603
Wyoming,82001,Johnson County,0.576
Wyoming,83101,Laramie County,0.576
Wyoming,82601,Lincoln County,0.453
Wyoming,82222,Natrona County,0.622
Wyoming,82190,Niobrara County,0.451
Wyoming,82201,Park County,0.579
Wyoming,82801,Platte County,0.587
Wyoming,82922,Sheridan County,0.533
Wyoming,82901,Sublette County,0.409
Wyoming,83001,Sweetwater County,0.587
Wyoming,82930,Teton County,0.415
Wyoming,82401,Uinta County,0.586
Wyoming,82701,Washakie County,0.679
